update,mean_rollout_reward,eval_reward,loss_policy,loss_value,loss_entropy
256,-0.08287988128977128,nan,0.013166075572371483,0.5847135782241821,-2.2341511249542236
257,-0.08716396693148691,nan,-0.04502268508076668,0.4116132855415344,-2.2468793392181396
258,-0.09259152580704187,nan,0.13728035986423492,0.7472631931304932,-2.2683866024017334
259,-0.09038613571219695,nan,0.03673878684639931,0.8682764172554016,-2.2820539474487305
260,-0.0825924217611502,101.2065001883688,-0.05016716197133064,0.589562177658081,-2.2978317737579346
261,-0.09184244079141544,nan,0.03473702818155289,0.7618726491928101,-2.3175132274627686
262,-0.07753617062413554,nan,-0.04134337604045868,0.4128299355506897,-2.3328065872192383
263,-0.08247706495588332,nan,0.08202138543128967,0.7232904434204102,-2.3439157009124756
264,-0.06766329225759823,nan,0.05658302083611488,0.42356014251708984,-2.354340076446533
265,-0.0764698308354628,nan,-0.02112758904695511,0.48210611939430237,-2.3682706356048584
266,-0.08363204938817545,nan,-0.0768996849656105,0.3507186770439148,-2.3830320835113525
267,-0.0724507968839362,nan,-0.016661204397678375,0.4679245948791504,-2.3967723846435547
268,-0.07541027055202064,nan,0.040773678570985794,0.39385703206062317,-2.4067585468292236
269,-0.08475596150560931,nan,0.05196741223335266,0.45149773359298706,-2.4235525131225586
270,-0.08422577415730555,93.58736576461949,0.004101894795894623,0.48885577917099,-2.439509153366089
